model,mae_improvement_A_to_B_pct,mae_improvement_B_to_C_pct,r2_improvement_A_to_B,r2_improvement_B_to_C
OLS,14.378374801216179,6.008393511603147,0.2338955667511954,0.06126311545382168
Lasso,14.391799468044791,6.016874301187568,0.23389408742935897,0.061264309134029526
RandomForest,24.113811481464005,-0.013554432500906566,0.35745249856468075,-0.00025060480575378463
XGBoost,24.173830008725886,0.08570032351402149,0.35809722785674575,0.0005724965657316616
